abstract,fus_related
"OBJECTIVE: Magnetic resonance-guided focused ultrasound (MRgFUS) thalamotomy ameliorates symptoms in patients with essential tremor (ET). How this treatment affects canonical brain networks has not been elucidated. The purpose of this study was to clarify changes of brain networks after MRgFUS thalamotomy in ET patients by analyzing resting-state networks (RSNs). METHODS: Fifteen patients with ET were included in this study. Left MRgFUS thalamotomy was performed in all cases, and MR images, including resting-state functional MRI (rsfMRI), were taken before and after surgery. MR images of 15 age- and sex-matched healthy controls (HCs) were also used for analysis. Using rsfMRI data, canonical RSNs were extracted by performing dual regression analysis, and the functional connectivity (FC) within respective networks was compared among pre-MRgFUS patients, post-MRgFUS patients, and HCs. The severity of tremor was evaluated using the Clinical Rating Scale for Tremor (CRST) score pre- and postoperatively, and its correlation with RSNs was examined. RESULTS: Preoperatively, ET patients showed a significant decrease in FC in the sensorimotor network (SMN), primary visual network (VN), and visuospatial network (VSN) compared with HCs. The decrease in FC in the SMN correlated with the severity of tremor. After MRgFUS thalamotomy, ET patients still exhibited a significant decrease in FC in a small area of the SMN, but they exhibited an increase in the cerebellar network (CN). In comparison between pre- and post-MRgFUS patients, the FC in the SMN and the VSN significantly increased after treatment. Quantitative evaluation of the FCs in these three groups showed that the SMN and VSN increased postoperatively and demonstrated a trend toward those of HCs. CONCLUSIONS: The SMN and CN, which are considered to be associated with the cerebello-thalamo-cortical loop, exhibited increased connectivity after MRgFUS thalamotomy. In addition, the FC of the visual network, which declined in ET patients compared with HCs, tended to normalize postoperatively. This could be related to the hypothesis that visual feedback is involved in tremor severity in ET patients. Overall, the analysis of the RSNs by rsfMRI reflected the pathophysiology with the intervention of MRgFUS thalamotomy in ET patients and demonstrated a possibility of a biomarker for successful treatment.",0
"BACKGROUND: MRgFUS Vim ablation is increasingly used for the treatment of tremor in ET e PD patients but there is little published research on the importance of operator experience in this procedure. This study aims to evaluate the learning curve and the influence of the operator experience on the procedural and clinical outcomes. METHODS: We retrospectively evaluated 90 patients (38 ET, 52 PD) submitted to MRgFUS unilateral thalamotomy in the period between February 2018 and July 2020. Clinical endpoints, procedural times, and technical parameters were recorded in all procedures. Based on the time of treatment, patients were divided into three groups of 30 units each, comparing all variables between each time period group. RESULTS: In Group A, the average patient preparation time was 120.6 min, the treatment time was 105.2 min, the number of was sonications 14.1, and the mean target shifts 3.1. In Group B, the mean preparation time was 105.5 min, the treatment time was 89.5 min, the number of sonications was 13.2, and the target shifts 3.0. Group C showed inferior values of preparation time (101.9 min), treatment time (71.7 min), numbers of sonications (10.6), and shifts (1.7). Thalamotomy-related complications occurred in 9 patients of Group A, 2 of Group B, and 5 of Group C. Tremor relapse occurred in 7 patients of Group A, 3 of Group B, and 2 of Group C. The days of hospitalization were comparable in the three groups. CONCLUSIONS: The operators experience is associated with the improvement of clinical and procedural outcome in MRgFUS thalatomy for the treatment of ET and PD tremor.",0
"BACKGROUND: neurosurgical interventions such as MR-guided focused ultrasound (MRgFUS) are increasingly deployed for treatment of essential tremor. OBJECTIVE: to make recommendations for monitoring treatment effects during and after MRgFUS based on our investigation of correlations between different scales of tremor severity. METHODS: twenty-five clinical assessments were collected from thirteen patients before and after unilateral MRgFUS sequential lesioning of the thalamus and posterior subthalamic area for alleviating essential tremor. Scales included Bain Findley Spirography (BFS), Clinical Rating Scale for Tremor (CRST), Upper Extremity Total Tremor Score (UETTS) and Quality of Life of Essential Tremor (QUEST), and were documented at baseline, while lying in the scanner with stereotactic frame attached (BFS), and at 24-month follow-up. RESULTS: the four different scales of tremor severity all correlated significantly. BFS and CRST showed a strong correlation of 0.833 (p < 0.001). BFS, UETTS and CRST correlated moderately with QUEST (ρ = 0.575-0.721, p < 0.001). BFS and UETTS correlated significantly with all CRST subparts, with the strongest correlation between UETTS and CRST part C (ρ = 0.831, p < 0.001). Moreover, BFS drawn sitting upright in an outpatient setting correlated with spirals drawn in a supine position on the scanner bed with the stereotactic frame attached. CONCLUSION: we recommend a combination of BFS & UETTS for intraoperative assessment of awake essential tremor patients and BFS & QUEST for pre-operative and follow-up assessments, as these scale sets are quick and simple to collect and provide meaningful information whilst meeting the practical constraints of intraoperative assessment.",0
"BACKGROUND: Magnetic resonance-guided focused ultrasound (MRgFUS) thalamotomy is used to treat essential tremor and tremor-dominant Parkinson disease. Feedback is collected throughout the procedure to verify the location of the target and completeness of response; however, variability in clinical judgments may underestimate or overestimate treatment response. OBJECTIVE: To objectively quantify joint motion after each sonication using accelerometers secured to the contralateral upper extremity in an effort to optimize MRgFUS treatment. METHODS: Before the procedure, 3 accelerometers were secured to the patient's arm, forearm, and index finger. Throughout the procedure, tremor motion was regularly recorded during postural and kinetic tremor testing and individual joint angle measures were modeled. The joint angle from each accelerometer was compared with baseline measurements to assess changes in angles. Subsequent adjustments to the target location and sonication energy were made at the discretion of the neurosurgeon and neuroradiologist. RESULTS: Intraoperative accelerometer measurements of hand tremor from 18 patients provided quantified data regarding joint angle reduction: 87.3%, 94.2%, and 86.7% for signature writing, spiral drawing, and line drawing tests, respectively. Target adjustment based on accelerometer monitoring of the angle at each joint added substantial value toward achieving optimal tremor reduction. CONCLUSION: Real-time accelerometer recordings collected during MRgFUS thalamotomy offered objective quantification of changes in joint angle after each sonication, and these findings were consistent with clinical judgments of tremor response. These results suggest that this technique could be used for fine adjustment of the location of sonication energy and number of sonications to consistently achieve optimal tremor reduction.",0
"PURPOSE: To evaluate the 2-year outcomes of ultrasound cyclo plasty (UCP) as a first procedure in glaucoma. METHODS: This retrospective cohort study included patients with uncontrolled glaucoma who underwent UCP as an initial glaucoma procedure. The main outcome measures were intraocular pressure (IOP), the number of antiglaucoma medications, visual acuity, and the presence of vision-threatening complications. Surgical outcomes of each eye were classified as either complete success, qualified success, or failure based on the main outcome measures. Differences in IOP control and success rates were compared in eyes with primary open-angle glaucoma (POAG) and primary angle-closure glaucoma (PACG). RESULTS: We included 98 eyes of 88 patients in the study. The mean follow-up period was 27.25 ± 10.1 months. At 12 and 24 months, mean IOP decreased significantly from 23.16 ± 6.4 mmHg to 16.57 ± 6.0 mmHg and 16.18 ± 5.2 mmHg, respectively, and the number of antiglaucoma medications decreased from 3.27 ± 0.9 to 1.86 ± 1.4 and 1.70 ± 1.7, respectively (p < .01 for all). There were no changes in visual acuity throughout the follow-up compared with preoperative levels. The cumulative probabilities of success were 64.3% (±4.8) [78.9% (±9.4) complete success, and 72.9% (±6.4) qualified success], and 42.9% (±5.0) [52.6% (±11.5) complete success, and 56.3% (±7.2) qualified success] at 12 and 24 months, respectively. The most common complications were cataract development/progression, anterior chamber inflammation, and macular edema. There were no significant differences in IOP, number of antiglaucoma medications, or survival rates between POAG and PACG groups. CONCLUSIONS: UCP can be used as an initial glaucoma procedure for reducing IOP and the number of antiglaucoma medications and offers comparable outcomes in POAG and PACG.",0
"PRCIS: Ultrasound cycloplasty (UCP) using high-intensity focused ultrasound (HIFU) is an effective and safe procedure in lowering intraocular pressure (IOP) in patients with glaucoma, even in those with high myopia. PURPOSE: This study aimed to evaluate the efficacy and safety of UCP in glaucoma patients with high-myopia. METHODS: In this retrospective, single-center study, we enrolled 36 eyes divided into two groups based on axial length: group A (≥26.00 mm) and group B (<26.00 mm). We collected data about visual acuity, Goldmann applanation tonometry, biomicroscopy, and visual field before the procedure and at 1, 7, 30, 60, 90, 180, and 365 days after the procedure. RESULTS: Mean IOP significantly decreased in both groups after treatment (P<0.001). Mean IOP reduction from baseline to the last visit was 9.8±6.6 mmHg (38.7%) in group A and 9.6±6.3 mmHg (34.8%) in group B (P<0.001). Mean IOP at the last visit was 15.8±4.1 mmHg in the myopic group and 18.1±5.6 mmHg in the non-myopic one. Regarding the number of IOP-lowering eyedrops being taken by our patients, no statistically significant differences were found between groups A and B at baseline (2.8±0.9 and 2.6±1.0; P=0.568) nor 1 year after the procedure (2.5±1.1 and 2.6±1.1; P=0.762). No major complications occurred. All minor adverse events resolved within a few days. CONCLUSION: UCP seems to be an effective and well-tolerated strategy to lower IOP in glaucoma patients with high-myopia.",0
"Sonodynamic therapy (SDT) is an application of focused ultrasound (FUS) that enables a sonosensitizing agent to prime tumors for increased sensitivity during sonication. Unfortunately, current clinical treatments for glioblastoma (GBM) are lacking, leading to low long-term survival rates among patients. SDT is a promising method for treating GBM in an effective, noninvasive, and tumor-specific manner. Sonosensitizers preferentially enter tumor cells compared to the surrounding brain parenchyma. The application of FUS in the presence of a sonosensitizing agent generates reactive oxidative species resulting in apoptosis. Although this therapy has been shown previously to be effective in preclinical studies, there is a lack of established standardized parameters. Standardized methods are necessary to optimize this therapeutic strategy for preclinical and clinical use. In this paper, we detail the protocol to perform SDT in a preclinical GBM rodent model using magnetic resonance-guided FUS (MRgFUS). MRgFUS is an important feature of this protocol, as it allows for specific targeting of a brain tumor without the need for invasive surgeries (e.g., craniotomy). The benchtop device used here can focus on a specific location in three dimensions by clicking on a target on an MRI image, making target selection a straightforward process. This protocol will provide researchers with a standardized preclinical method for MRgFUS SDT, with the added flexibility to change and optimize parameters for translational research.",0
"BACKGROUND: Hepatocellular carcinoma (HCC) is the fourth leading cause of cancer-related death worldwide. Due to the high prevalence of hepatitis B virus (HBV) infection in China, the incidence of HCC in China is high, and liver cirrhosis caused by chronic hepatitis also brings great challenges to treatment. This paper reviewed the latest research progress on minimally invasive treatments for HCC, including percutaneous thermal ablation and new nonthermal ablation techniques, and introduced the principles, advantages, and clinical applications of various therapeutic methods in detail. DATA SOURCES: The data of treatments for HCC were systematically collected from the PubMed, ScienceDirect, American Chemical Society and Web of Science databases published in English, using ""minimally invasive"" and ""hepatocellular carcinoma"" or ""liver cancer"" as the keywords. RESULTS: Percutaneous thermal ablation is still a first-line strategy for the minimally invasive treatment of HCC. The effect of microwave ablation (MWA) on downgrading treatment before liver transplantation is better than that of radiofrequency ablation (RFA), while RFA is more widely used in the clinical practice. High-intensity focused ultrasound (HIFU) is mainly used for the palliative treatment of advanced liver cancer. Electrochemotherapy (ECT) delivers chemotherapeutic drugs to the target cells while reducing the blood supply around HCC. Irreversible electroporation (IRE) uses a microsecond-pulsed electric field that induces apoptosis and necrosis and triggers a systemic immune response. The nanosecond pulsed electric field (nsPEF) has achieved a good response in the ablation of mice with HCC, but it has not been reported in China for the treatment of human HCC. CONCLUSIONS: A variety of minimally invasive treatments provide a sufficient survival advantage for HCC patients. Nonthermal ablation will lead to a new wave with its unique advantage of antitumor recurrence and metastasis.",0
"PURPOSE: Image-guided thermal ablation are established treatment options for non-surgical patients with primary and metastatic liver cancers. However, there are limitations with nonuniformity of cancer tissue destruction, heat sink effect and the risk of thermal ablative injury. The current non-thermal ablative techniques have high risk of local recurrence and are not widely adopted. Histotripsy is a treatment technology that destroys targeted tissue under ultrasound visualization via mechanical destruction through the precise application of acoustic cavitation and can offer the potential of non-invasive, non-thermal and non-ionizing radiation cancer treatment. The aim of this multi-centre non-randomized phase I/II trial is to assess the initial safety and efficacy of the prototype investigational 'System' in the treatment of primary and metastatic liver cancers. METHODS/DESIGN: All non-surgical patients with primary/metastatic liver cancers having had previous liver directed therapy, radiation therapy or image-guided ablation may be offered image-guided Histotripsy as per trial protocol. The co-primary endpoints are technical success and procedural safety. Technical success is determined, at ≤ 36 h post procedure, by evaluating the histotripsy treatment size and coverage. The procedural safety is defined by procedure related major complications, defined as Common Terminology Criteria for Adverse Events (CTCAE version 5) grade 3 or higher toxicities, up to 30 days post procedure. This phase I/II trial has intended to recruit up to 45 patients to show safety and efficacy of image-guided histotripsy in liver cancers. TRAIL REGISTRATION: Clinicaltrials.gov identifier-NCT04573881; NIHR CRN CPMS-ID 47572.",0
"PURPOSE: To determine the risk of mechanical vessel wall damage resulting in hemorrhage during and after hepatic and renal histotripsy in an anticoagulated in vivo porcine model. MATERIALS AND METHODS: Non-tumor-bearing pigs (n = 8; mean weight, 52.5 kg) were anticoagulated with warfarin (initial dose, 0.08 mg/kg) to a target prothrombin time (PT) of 30%-50% above baseline. A total of 15 histotripsy procedures were performed (kidney: n = 8, 2.0-cm sphere; liver: n = 7, 2.5-cm sphere). Treatments were immediately followed by computed tomography (CT) imaging. Animals were observed for 7 days while continuing anticoagulation, followed by repeat CT and necropsy. RESULTS: All animals survived to complete the entire protocol with no signs of disability or distress. Three animals had hematuria (pink urine without clots). Baseline PT values (mean, 16.0 seconds) were elevated to 22.0 seconds (37.5% above baseline, P = .003) on the day of treatment and to 28.8 seconds (77.8% above baseline, P < .001) on the day of necropsy. At the time of treatment, 5 of 8 (63%) animals were at a therapeutic anticoagulation level, and all 8 animals (100%) reached therapeutic levels by the time of necropsy. There were no cases of intraparenchymal, peritoneal, or retroperitoneal hemorrhage associated with any treatments despite 5 of 7 (71%) liver and all 8 (100%) kidney treatments extending to the organ surface. CONCLUSIONS: Liver and kidney histotripsy seems safe with no elevated bleeding risk in this anticoagulated animal model, supporting the possibility of histotripsy treatments in patients on anticoagulation.",0
"Hepatocellular carcinoma (HCC) is one of the most common digestive malignancies. HCC It ranges as the fifth most common cause of cancer mortality worldwide. While The prognosis of metastatic or advanced HCC is still quite poor. Recently, locoregional treatment, especially local ablation therapies, plays an important role in the treatment of HCC. Radiofrequency ablation (RFA) and high-intensity focused ultrasound (HIFU) ablation are the most common-used methods effective and feasible for treating HCC. However, the molecular mechanisms underlying the actions of ablation in the treatments for HCC and the HCC recurrence after ablation still are poorly understood. Hypoxia-inducible factor (HIF), the key gene switch for adaptive responses to hypoxia, has been found to play an essential role in the rapid aggressive recurrence of HCC after ablation treatment. In this review, we summarized the current evidence of the roles of HIF in the treatment of HCC with ablation. Fifteen relevant studies were included and further analyzed. Among them, three clinical studies suggested that HIF-1α might serve as a crucial role in the RAF treatment of HCC or the local recurrence of HCC after RFA. The remainder included experimental studies demonstrated that HIF-1, 2α might target the different molecules (e.g., BNIP3, CA-IX, and arginase-1) and signaling cascades (e.g., VEGFA/EphA2 pathway), constituting a complex network that promoted HCC invasion and metastasis after ablation. Currently, the inhibitors of HIF have been developed, providing important proof of targeting HIF for the prevention of HCC recurrence after IRFA and HIFU ablation. Further confirmation by prospective clinical and in-depth experimental studies is still warranted to illustrate the effects of HIF in HCC recurrence followed ablation treatment in the future.",0
"Introduction: Allogenic hepatocyte transplantation is an attractive alternative to whole-organ transplantation, particularly for the treatment of metabolic disorders and acute liver failure. However, the shortage of human donor organs for cell isolation, the low cell yield from decellularisation regimes, and low engraftment rates from portal administration of donor cells have restricted its clinical application. Using ultrasound histotripsy to provide a nidus in the liver for direct cell transplantation offers a new approach to overcoming key limitations in current cell therapy. We have analysed the liver cavity constituents to assess their potential as a site for cell delivery and implantation. Methods: Using human organ retrieval techniques, pig livers were collected from the abattoir and transported in ice-cold storage to the laboratory. Following 2 h of cold storage, the livers were flushed with organ preservation solution and placed on an organ perfusion circuit to maintain viability. Organs were perfused with Soltran™ organ preservation solution via the portal vein at a temperature of 24-30 °C. The perfusion circuit was oxygenated through equilibration with room air. Perfused livers (n=5) were subjected to ultrasound histotripsy, producing a total of 130 lesions. Lesions were generated by applying 50 pulses at 1 Hz pulse repetition frequency and 1% duty cycle using a single element 2 MHz bowl-shaped transducer (Sonic Concepts, H-148). Following histotripsy, a focal liver lesion was produced, which had a liquid centre. The fluid from each lesion was aspirated and cultured in medium (RPMI) at 37 °C in an incubator. Cell cultures were analysed at 1 and 7 days for cell viability and a live-dead assay was performed. The histotripsy sites were excised following aspiration and H&E staining was used to characterise the liver lesions. Cell morphology was determined by histology. Results: Histotripsy created a subcapsular lesion (~5 mm below the liver capsule; size ranging from 3 to 5 mm), which contained a suspension of cells. On average, 61×104 cells per mL were isolated. Hepatocytes were present in the aspirate, were viable at 24 h post isolation and remained viable in culture for up to 1 week, as determined by phalloidin/DAPI cell viability stains. Cultures up to 21 days revealed metabolically active live hepatocyte. Live-dead assays confirmed hepatocyte viability at 1 week (Day 1: 12% to Day 7: 45% live cells; p < 0.0001), which retained metabolic activity and morphology, confirmed on assay and microscopy. Cell Titre-GloTM showed a peak metabolic activity at 1 week (average luminescence 24.6 RLU; p < 0.0001) post-culture compared with the control (culture medium alone), reduced to 1/3 of peak level (7.85 RLU) by day 21. Conclusions: Histotripsy of the liver allows isolation and culture of hepatocytes with a high rate of viability after 1 week in culture. Reproducing these findings using human livers may lead to wide clinical applications in cell therapy.",0
"Surgical extirpation of liver tumors remains a proven approach in the management of metastatic tumors to the liver, particularly those of colorectal origin. Ablative, non-resective therapies are an increasingly attractive primary therapy for liver tumors as they are generally better tolerated and result in far less morbidity and mortality. Ablative therapies preserve greater normal liver parenchyma allowing better post-treatment liver function and are particularly appropriate for treating subsequent liver-specific tumor recurrence. This article reviews the current status of ablative therapies for non-hepatocellular liver tumors with a discussion of many of the clinically available approaches.",0
"BACKGROUND: Moderate-to-severe acute pain is prevalent in many healthcare settings and associated with adverse outcomes. Peripheral nerve blockade using traditional needle-based and local anesthetic-based techniques improves pain outcomes for some patient populations but has shortcomings limiting use. These limitations include its invasiveness, potential for local anesthetic systemic toxicity, risk of infection with an indwelling catheter, and relatively short duration of blockade compared with the period of pain after major injuries. Focused ultrasound is capable of inhibiting the peripheral nervous system and has potential as a pain management tool. However, investigations of its effect on peripheral nerve nociceptive fibers in animal models of acute pain are lacking. In an in vivo acute pain model, we investigated focused ultrasound's effects on behavior and peripheral nerve structure. METHODS: Focused ultrasound was applied directly to the sciatic nerve of rats just prior to a hindpaw incision; three control groups (focused ultrasound sham only, hindpaw incision only, focused ultrasound sham+hindpaw incision) were also included. For all four groups (intervention and controls), behavioral testing (thermal and mechanical hyperalgesia, hindpaw extension and flexion) took place for 4 weeks. Structural changes to peripheral nerves of non-focused ultrasound controls and after focused ultrasound application were assessed on days 0 and 14 using light microscopy and transmission electron microscopy. RESULTS: Compared with controls, after focused ultrasound application, animals had (1) increased mechanical nociceptive thresholds for 2 weeks; (2) sustained increase in thermal nociceptive thresholds for ≥4 weeks; (3) a decrease in hindpaw motor response for 0.5 weeks; and (4) a decrease in hindpaw plantar sensation for 2 weeks. At 14 days after focused ultrasound application, alterations to myelin sheaths and nerve fiber ultrastructure were observed both by light and electron microscopy. DISCUSSION: Focused ultrasound, using a distinct parameter set, reversibly inhibits A-delta peripheral nerve nociceptive, motor, and non-nociceptive sensory fiber-mediated behaviors, has a prolonged effect on C nociceptive fiber-mediated behavior, and alters nerve structure. Focused ultrasound may have potential as a peripheral nerve blockade technique for acute pain management. However, further investigation is required to determine C fiber inhibition duration and the significance of nerve structural changes.",0
"OBJECTIVE: Medial thalamotomies were introduced in the late 1940s. Pain relief was shown to be achieved for all body locations. With some exceptions, these early relatively small series showed frequent, more or less complete recurrence of the original pain. The posterior part of the central lateral nucleus in the human medial thalamus was identified in the 1990s using multiarchitectonic studies and intraoperative single-cell recordings and was confirmed as a surgical target. This retrospective patient series extended over 11 years. Its goal was to demonstrate the efficacy and risk profile of the MR-guided focused ultrasound (MRgFUS) central lateral thalamotomy (CLT) against chronic and therapy-resistant neuropathic (i.e., neurogenic) pain. METHODS: In this single-center, nonrandomized retrospective cross-sectional analysis of consecutive patients, 63 consecutive MRgFUS CLT interventions were performed in 55 patients. RESULTS: The mean follow-up duration was 55 months. A total of 112 CLT targets were performed, and the CLT was applied bilaterally in 48 patients and contralateral to their pain in 7 patients. Repeat MRgFUS interventions were performed in 8 patients. One serious adverse event with numbness of the upper lip was recorded. The mean pain relief rated by patients was 42% ± 32% at 3 months, 43% ± 36% at 1 year, and 42% ± 37% at the last follow-up (n = 63). The proportions of cases with ≥ 30% pain relief were 65% at 3 months, 63% at 1 year, and 61% at the last follow-up. Good outcomes (≥ 50% pain relief) were found in 54% of patients at 3 months, 49% at 1 year, and 51% at the last follow-up. The reduction in mean VAS scores showed similar percentage reductions as those for pain relief (-41% for continuous pain and -49% for pain attacks) at the 1-year follow-up. The mean frequency of pain attacks was reduced by 92%. Allodynia was reduced or suppressed in 68% of patients and never appeared de novo after MRgFUS CLT. CONCLUSIONS: These results suggest that MRgFUS CLT against neuropathic pain is a safe approach and its results are stable over time. At a mean follow-up duration of 55 months, the mean pain relief was 42% and more than 50% of patients still reported ≥ 50% pain relief. Patients with classical and idiopathic trigeminal neuralgia reported a higher mean pain relief compared with the whole patient group.",0
"BACKGROUND: Obesity-induced insulin resistance leads to the metabolic syndrome. Both bariatric surgery and surgical fat removal have been shown to improve metabolic health, but the metabolic benefits of nonsurgical fat removal remain uncertain. The aim of this paper is to establish whether nonsurgical fat removal exerts measurable, lasting metabolic benefits by way of changes to serum lipid profiles. METHODS: PubMed, Cochrane CENTRAL, Embase, and clinical trials registers were searched using the Polyglot Search Translator to find studies examining quantitative changes in metabolic markers after nonsurgical body contouring procedures. The MethodologicAl STandard for Epidemiological Research (MASTER) scale was adopted for the quality assessment of the included studies. The robust-error meta-regression (REMR) model was employed. RESULTS: Twenty-two studies and 676 participants were included. Peak body compositions measures manifest as a reduction of 2 units in body mass index (BMI), 1 kg of body weight (BW), 5 cm in waist circumference (WC) and 1.5 cm in abdominal fat thickness (FT), sustained up to 60 days postprocedure. Transient increases of 15 mg/dL in low-density lipoprotein (LDL), 10 mg/dl in triglycerides (TG), and 15 mg/dl in total cholesterol (TC) were observed at 2 weeks postprocedure. CONCLUSION: While nonsurgical fat removal exerts sustained effects on body anthropometrics, changes to serum lipid profiles were transient. There is no compelling evidence at present to support the conclusion that nonsurgical fat removal is metabolically beneficial.",0
"High-intensity focused ultrasound (HIFU) leads to decreased subcutaneous adipose tissue (SAT) thickness via heat-induced adipocyte necrosis. Heat can induce adipocyte apoptosis and autophagy, and it is known that nuclear or mitochondrial p53 is involved in apoptosis and autophagy. However, whether HIFU leads to apoptosis or autophagy is unclear. We evaluated whether HIFU decreases SAT thickness via p53-related apoptosis or autophagy in high-fat diet (HFD)-fed animals. The expression of nuclear and mitochondrial p53 was increased by HIFU. HIFU also led to decreased expression of BCL2/BCL-xL (an antiapoptotic signal), increased expression of BAX/BAK (an apoptotic signal), increased levels of cleaved caspase 3/9, and increased numbers of apoptotic cells as evaluated by TUNEL assay. Furthermore, HIFU led to increased levels of ATG5, BECN1, and LC3II/LC3I, and decreased levels of p62, a marker of increased autophagy. The thickness of SAT was decreased by HIFU. In conclusion, HIFU led to nuclear and mitochondrial p53 expression, which led to apoptosis and autophagy, and eventually decreased SAT thickness in HFD-fed animals.",0
"OBJECTIVE: Currently available cytotoxic treatments have limited effect on pancreatic ductal adenocarcinoma (PDAC) because desmoplastic stroma limits drug delivery. Efforts have been made to overcome these barriers by drug targeting the tumor microenvironment. Results so far are promising, but without clinical impact. Our aim was to investigate whether ultrasound and microbubbles could improve the uptake and therapeutic response of conventional chemotherapy. METHODS: Orthotopic pancreatic tumors growing in mice were treated with commercially available FOLFIRINOX (fluorouracil, irinotecan, oxaliplatin and calcium folinate) and SonoVue microbubbles combined with focused ultrasound. Tumor uptake of platinum (Pt) was measured by inductively coupled plasma mass spectroscopy (ICP-MS), and tumor volumes were measured by ultrasound imaging. DISCUSSION: Uptake of Pt, the active ingredient of oxaliplatin, was significantly increased after ultrasound treatment of orthotopic PDAC tumors. Multiple injections with FOLFIRONOX increased the amount of Pt in tumors. However, the enhanced accumulation did not improve therapeutic response. Increased uptake of Pt confirms that ultrasound and microbubbles have potential in clinical practice with existing drugs. CONCLUSION: The lack of therapeutic response, despite increased uptake in tumor tissue, emphasizes the importance of studying how to overcome stromal barriers.",0
"BACKGROUND: Unilateral focused ultrasound ablation of the internal segment of globus pallidus has reduced motor symptoms of Parkinson's disease in open-label studies. METHODS: We randomly assigned, in a 3:1 ratio, patients with Parkinson's disease and dyskinesias or motor fluctuations and motor impairment in the off-medication state to undergo either focused ultrasound ablation opposite the most symptomatic side of the body or a sham procedure. The primary outcome was a response at 3 months, defined as a decrease of at least 3 points from baseline either in the score on the Movement Disorders Society-Unified Parkinson's Disease Rating Scale, part III (MDS-UPDRS III), for the treated side in the off-medication state or in the score on the Unified Dyskinesia Rating Scale (UDysRS) in the on-medication state. Secondary outcomes included changes from baseline to month 3 in the scores on various parts of the MDS-UPDRS. After the 3-month blinded phase, an open-label phase lasted until 12 months. RESULTS: Of 94 patients, 69 were assigned to undergo ultrasound ablation (active treatment) and 25 to undergo the sham procedure (control); 65 patients and 22 patients, respectively, completed the primary-outcome assessment. In the active-treatment group, 45 patients (69%) had a response, as compared with 7 (32%) in the control group (difference, 37 percentage points; 95% confidence interval, 15 to 60; P = 0.003). Of the patients in the active-treatment group who had a response, 19 met the MDS-UPDRS III criterion only, 8 met the UDysRS criterion only, and 18 met both criteria. Results for secondary outcomes were generally in the same direction as those for the primary outcome. Of the 39 patients in the active-treatment group who had had a response at 3 months and who were assessed at 12 months, 30 continued to have a response. Pallidotomy-related adverse events in the active-treatment group included dysarthria, gait disturbance, loss of taste, visual disturbance, and facial weakness. CONCLUSIONS: Unilateral pallidal ultrasound ablation resulted in a higher percentage of patients who had improved motor function or reduced dyskinesia than a sham procedure over a period of 3 months but was associated with adverse events. Longer and larger trials are required to determine the effect and safety of this technique in persons with Parkinson's disease. (Funded by Insightec; ClinicalTrials.gov number, NCT03319485.).",0
"The pathophysiology of Parkinson's disease (PD) tremor remains incompletely understood and there is a lack of clinical trials specifically addressing its pharmacological treatment. Levodopa is the most efficacious drug for most patients and should be used as primary approach to control troublesome tremor. While the efficacy of oral dopamine agonists on PD tremor has been demonstrated in controlled trials, there is no evidence of greater antitremor efficacy compared to levodopa. The magnitude of the antitremor effect of anticholinergics is generally lower than that of levodopa. Due to their adverse effects, anticholinergics have a limited role in selected young and cognitively intact patients. Propranolol may improve resting and action tremor and may be considered as an adjunct in patients with insufficient tremor response to levodopa and this also applies to clozapine, despite its unfavorable adverse effect profile. Treating motor fluctuations with MAO-B and COMT inhibitors, dopamine agonists, amantadine, or on-demand treatments such as subcutaneous or sublingual apomorphine and inhaled levodopa as well as with continuous infusions of levodopa or apomorphine will improve off period tremor episodes. For patients with drug-refractory PD tremor despite levodopa optimization deep brain stimulation and focused ultrasound are first-line considerations. Surgery can also be highly effective for the treatment medication-refractory tremor in selected patients without motor fluctuations. The present review highlights the clinical essentials of parkinsonian tremor, critically examines available trial data on the effects of medication and surgical approaches and provides guidance for the choice of treatments to control PD tremor in clinical practice.",0
"OBJECTIVES: To assess the comparative safety and effectiveness of two prostate cancer treatment ablation modalities-irreversible electroporation (IRE) and high-intensity focused ultrasound (HIFU).  METHODS: Two systematic literature reviews (SLRs) and meta-analyses (MAs) on IRE and HIFU were conducted in accordance with PRISMA guidelines. Searches were conducted in PubMed and EMBASE. Independent reviewers assessed literature eligibility and abstracted safety and effectiveness data. Oncological, safety, functional, and quality of life (QOL) outcomes were examined for each technology. MAs were conducted where data quality and availability allowed, using normal methods and a random/mixed effects model, and quality assessments performed. RESULTS: Fifty-five publications (n=22 IRE; n=33 HIFU) were included in the SLRs, and MAs were conducted on negative in-field post-procedure biopsy, prostate-specific antigen (PSA) level reduction, potency, urinary continence, and AE rate outcomes. MAs revealed that IRE patients had lower mean percent PSA level reductions, higher mean rates of in-field negative post-treatment biopsy, and higher rates of potency maintenance than HIFU patients. Most adverse events (AEs) reported were comparable and minor (Grades I, II), with urinary tract infection, dysuria, hematuria, and incontinence or urgency most frequently reported. The proportion of patients experiencing a severe AE (≥Grade III) ranged from 0 to 8% after IRE and HIFU. Both modalities were associated with positive functional outcomes as well as maintenance of QOL after treatment. CONCLUSIONS: Both IRE and HIFU were found to produce favorable effectiveness outcomes and have low complication rates while minimally impacting patient urinary and erectile function and maintaining overall QOL. These real-world findings can help guide clinical decision making and improve disease management for patients with prostate cancer.",0
