,Abstract Note,fus_related
506,"Background: Sedation practice has evolved from deep to lighter or no sedation in mechanically ventilated patients in the intensive care unit (ICU). The care of conscious intubated patients constitutes a change in the nurse-patient interaction. Objective: We aimed to compare the perspectives of expert and competent nurses regarding their interaction with non-sedated mechanically ventilated ICU patients. Method: The study had a qualitative comparative design applying semi-structured dyadic interviews. We interviewed five pairs of expert and competent ICU nurses with respectively >8 and 2-3 years of ICU experience and performed qualitative content analysis to explore the two perspectives. Findings: We identified four main categories illustrating complexities of nurse-patient interaction: Managing frustration, Attempting dialogue, Negotiating reality and Alleviating discomfort. Expert nurses expressed more frustration and ambivalence towards light sedation than competent nurses, who took awake patients for granted. All nurses experienced communication issues, demanding patients, and inability to provide adequate patient comfort. Conclusion: Our study added to the knowledge of nurse-patient interaction by describing issues of frustration, ambivalence and insecurity in a contemporary context of minimal sedation. Expert nurses were mere concerned by awake patients than competent nurses. Lighter sedation in ICU requires better staffing and improved communication tools. (C) 2019 Published by Elsevier Ltd.",0
507,"Introduction: Health care workers faced new challenges during the COVID-19 pandemic when physical contact with relatives more or less disappeared. Objectives: The aim of this study is to describe the experiences of critical care nurses (CCNs) working in intensive care units (ICUs) under the visiting restrictions imposed as a result of COVID-19. Method: This study followed a qualitative design. The purposive sample included CCNs with at least I year of experience working in an ICU with a visiting policy affected by the pandemic. Data collection was carried out via semi-structured interviews and analyzed through a qualitative content analysis with an inductive approach. Results: The study results are presented in three categories with 10 subcategories. CCNs value the presence of patients' relatives at the bedside and described many challenges when relatives could not be present with the patient during the pandemic. Conclusion: Close relatives are able to share essential information about the patients and provide much-needed emotional support to them, the relatives' role is of central importance and CCNs value their presence in ICUs more than any positive consequences of them not being there.",0
508,"Background: Studies addressing critical care nurses' practices regarding physical restraints have focused on individual nurses' knowledge and attitudes but lack the understanding of other social influences that could affect nurses' intentions to use them. Objective: The objective of this study was to determine critical care nurses' attitudes, subjective norms, perceived behavioural control, and intentions to use physical restraints in intubated patients and the relationship between them and sociodemographic, professional, and contextual factors using a survey approach. Methods: A cross-sectional, multicentre study was conducted in a convenience sample of 12 intensive care units from eight hospitals in Spain (n = 354). The Physical Restraint-Theory of Planned Behaviour questionnaire and a researcher-developed survey were used to collect structural and clinical data from each unit. Multilevel model analysis was used. Results: Critical care nurses showed a moderate level of intention to use physical restraints 12.52 (standard deviation = 3.81) [3-21]. More than a half (52%) agreed restraints were safe. The highest perceived barrier against physical restraint use was patient cooperation. Although nurses did not feel that others expected them to use restraints, they did not perceive high levels of disapproval of such practice. Nurses who had received previous training on restraints and who worked in units with a flexible family visitation policy, an informed consent form for restraint use, analgosedation and restraint protocols, and nurse-driven analgosedation management reported lower levels of intention to use re-straints. Working in smaller units (beta-1.81; 95% confidence interval [CI]:-0.18,-3.44) and working in units with a consent form for restraint use (beta-4.82; 95% CI:-2.80,-6.85) were the variables with the highest impact on nurses' intentions to use restraints. Conclusions: Critical care nurses' intentions to use physical restraints are moderate and are influenced by intrapersonal, patient, and contextual factors. Nurses who work in units with organisational policies and alternatives to restraints demonstrated lower levels of intention to use them. (c) 2019 Australian College of Critical Care Nurses Ltd. Published by Elsevier Ltd. All rights reserved.",0
509,"The purpose of this project was to determine if bedside intensive care unit (ICU) nurse buy-in to the Family Hospital Elder Life Program (HELP) protocol was sufficient to make implementation feasible at one county hospital in West Texas. Surveys were anonymous with ballot box collection being available to the bedside ICU nurses for one week each. Questions were based on literature findings of expected outcomes, identified barriers and facilitators, Calgary Family Intervention Method framework domains, and the Centers for Disease Control and Prevention Framework for program evaluation. Outcome measures were taken from the stated aims of the project and evaluated from paired baseline and summative survey questions. Survey participation was approximately half of nurses employed in the studied ICU. Analysis of the surveys showed a positive perception of family presence decreasing patient delirium symptoms, and a positive perception of the Family HELP protocol. The results described a high perception of family members as partners in care and high intention to implement the Family HELP protocol, indicating strong support of a full implementation of the protocol. The high level of bedside nurse buy-in present in this study has large implications for successful implementation of the Family HELP protocol in the near future, with sustainability and continued use supported by potential inclusion of the task in the electronic health record charting.",0
510,"Background: Rehabilitative exercise for critically ill patients may have many benefits; however, it is unknown what intensive care unit (ICU) clinicians perceive to be important rationale for the implementation of rehabilitative exercise in critical care settings. Objective: To identify which rationales for rehabilitative exercise interventions were perceived by ICU clinicians to be important and determine whether perceptions were consistent across nursing, medical and physiotherapy clinicians. Methods: A cross-sectional study was undertaken among clinicians (nursing, medical, physiotherapy) working in a mixed medical surgical ICU in an Australian metropolitan tertiary hospital. Participants completed a customised web-based questionnaire developed by a clinician working-group. The questionnaire consisted of 11 plausible rationales for commencing rehabilitative exercise in ICUs based on prior literature and their own clinical experiences grouped into 4 over-arching categories (musculoskeletal, respiratory, psychological and facilitation of discharge). Participants rated their perceived importance for each potential rationale on a 5-point Likert scale. Results: Participants (n = 76) with a median (interquartile range) 4.8 (1.5, 15.5) years of experience working in ICUs completed the questionnaire. Responses were consistent across professional disciplines. Clinicians rated rehabilitative exercise as either 'very much' or 'somewhat' important for facilitating discharge (n = 76, 100%), reducing muscle atrophy (n = 76, 100%), increasing muscle strength (n = 76, 100%), prevention of contractures (n = 73, 96%), reducing the incidence of ICU acquired weakness (n = 62, 82%), increasing oxygenation (n = 71, 93%), facilitating weaning (n = 72, 97%), reducing anxiety (n = 60, 80%), reducing depression (n = 64, 84%), reducing delirium (n = 53, 70%), and increasing mental alertness (n = 65, 87%). Conclusions: Any shortcoming in implementation of rehabilitation exercise is unlikely attributable to a lack of perceived importance by nursing, medical or physiotherapy clinicians who are the most likely clinicians to influence rehabilitation practices in ICUs. It is noteworthy that this study examined self-reported perceptions, not physiological or scientific legitimacy of rationales, or clinician behaviours in practice. (C) 2016 Australian College of Critical Care Nurses Ltd. All rights reserved.",0
511,"Background: Early mobilization (EM) of critically ill adult patients in intensive care units (ICUs) is a newer concept. It is known to improve overall outcomes, but little is known regarding the attitude and knowledge of healthcare providers (HCPs) and multidisciplinary barriers to its use in the Indian scenario. Objectives: To study the knowledge and attitude of HCPs in ICU about the EM of adult patients who are critically ill and identify perceived barriers to the application of EM. Methods: In a cross-sectional survey conducted in a tertiary care academic institute, the HCPs, namely, physicians, anesthetists, surgeons, nursing staff, and physiotherapists working in ICU were interviewed using a self-structured questionnaire. The data were presented as descriptive statistics. Results: There was 80% response rate. The benefits of EM as shortened length of mechanical ventilation (MV) were acknowledged by 78% respondents and 54% believed that it maintains muscle strength. It was considered crucial by 44% respondents, who opined that it should be started as the patient's cardiorespiratory status stabilizes. The favorable attitudes observed were recognition of benefits for patients under MV exceeded the risks and readiness by physicians to reduce sedation levels and change the parameters of MV. The main barriers identified were the absence of written guidelines or protocols for EM, limited staff to mobilize patients, inadequate training of HCP to facilitate EM, excessive sedation, and medical instability. Conclusion: There exists an awareness of the benefits of EM and favorable attitudes to its application. However, the actual performance of EM was perceived as a challenge due to barriers identified in the study.",0
512,"Managing acute alcohol withdrawal in critical care presents a unique challenge to the critical care nurse. The prominence of alcohol use within the Australian community means that many critical care admissions involve acute alcohol withdrawal, an alcohol induced illness, or indeed an unrelated admission with underlying heavy alcohol intake. Current statistics suggest 1 in 5 Australians drink to 'risky' levels each month. This suggests that most critical care nurses will encounter a patient who is experiencing active withdrawal from alcohol, often without clear physiological symptomatology. Acute alcohol withdrawal delirium can be difficult to distinguish from other forms of delirium and in the absence of a comprehensive history, alcohol withdrawal and its sequelae may go untreated. Contemporary management guidelines for alcohol withdrawal suggest a common framework of first line benzodiazepine usage, with emerging research focusing on adjunctive therapy aimed at reducing benzodiazepine doses, and therefore reducing length of stay in the critical care unit. The controversial therapy of ethanol infusion and common assessment and withdrawal scales are examined in relation to their usefulness in critical care. Alcohol withdrawal management in critical care necessitates careful nursing assessment, including alcohol usage history, delirium management, withdrawal assessment and symptomatic relief using an evidence-based protocol. 2010 Australian College of Critical Care Nurses Ltd. Published by Elsevier Australia (a division of Reed International Books Australia Pty Ltd). All rights reserved.",0
513,"Background: There is scant literature on the barriers to rehabilitation for patients discharged from the intensive care unit (ICU) to acute care wards. Objectives: The objective of this study was to assess ward-based rehabilitation practices and barriers and assess knowledge and perceptions of ward clinicians regarding health concerns of ICU survivors. Methods, design, setting, and participants: This was a single-centre survey of multidisciplinary healthcare professionals caring for ICU survivors in an Australian tertiary teaching hospital. Main outcome measures: The main outcome measures were knowledge of post-intensive care syndrome (PICS) amongst ward clinicians, perceptions of ongoing health concerns with current rehabilitation practices, and barriers to inpatient rehabilitation for ICU survivors. Results: The overall survey response rate was 35% (198/573 potential staff). Most respondents (66%,126/190) were unfamiliar with the term PICS. A majority of the respondents perceived new-onset physical weakness, sleep disturbances, and delirium as common health concerns amongst ICU survivors on acute care wards. There were multifaceted barriers to patient mobilisation, with inadequate multidisciplinary staffing, lack of medical order for mobilisation, and inadequate physical space near the bed as common institutional barriers and patient frailty and cardiovascular instability as the commonly perceived patient-related barriers. A majority of the surveyed ward clinicians (66%,115/173) would value education on health concerns of ICU survivors to provide better patient care. Conclusion: There are multiple potentially modifiable barriers to the ongoing rehabilitation of ICU survivors in an acute care hospital. Addressing these barriers may have benefits for the ongoing care of ICU survivors. (C) 2019 Australian College of Critical Care Nurses Ltd. Published by Elsevier Ltd. All rights reserved.",0
514,"Despite current advances in critical care medicine, delirium remains a frequent complication of an intensive care unit stay. The consequences can be severe and far reaching, including an increase in mortality, length of stay, and long-term cognitive sequelae. Frequently, delirium can be missed by clinicians who fail to complete a standardized delirium screening tool and, therefore, many cases go unrecognized and untreated. A multidimensional education program is one of the most effective methods to increase awareness of the condition and increase compliance in utilizing standardized delirium screening tools at the bedside.",0
515,"BackgroundSedation management is an integral component of critical care practice. It requires the greatest attention of critical care practitioners because it carries significant risks to patients. Therefore, it is imperative that nurses are aware of potential adverse consequences of sedation therapy and current sedation practice recommendations. Aims and objectivesTo evaluate the impact of an educational intervention on nurses' knowledge of sedation assessment and management. Designs and methodsA quasi-experimental design with a pre- and post-test method was used. The educational intervention included theoretical sessions on assessing and managing sedation and hands-on sedation assessment practice using the Richmond Agitation Sedation Scale. Its effect was measured using self-administered questionnaire, completed at the baseline level and 3 months following the intervention. ResultsParticipants were 68 registered nurses from an intensive care unit of a teaching hospital in Malaysia. Significant increases in overall mean knowledge scores were observed from pre- to post-intervention phases (mean of 7900 versus 10200, p < 0001). Nurses with fewer than 5 years of work experience, less than 26 years old, and with a only basic nursing education had significantly greater level of knowledge improvement at the post-intervention phase compared to other colleagues, with mean differences of 2464 (p = 0001), 2381 (p = 0027) and 2725 (p = 00001), respectively. A repeated-measures analysis of variance revealed a statistically significant effect of educational intervention on knowledge score after controlling for age, years of work and level of nursing education (p = 00001, (2)(p) = 0431). ConclusionAn educational intervention consisting of theoretical sessions and hands-on sedation assessment practice was found effective in improving nurses' knowledge and understanding of sedation management. Relevance to clinical practiceThis study highlighted the importance of continuing education to increase nurses' understanding of intensive care practices, which is vital for improving the quality of patient care.",0
516,"Introduction Physical restraint is widely used in intensive care units. Critical care nurses are the primary decision makers and practitioners of physical restraint. However, little is known about the qualitative evidence of their experience of physical restraint. Aims To aggregate, synthesise and interpret the qualitative evidence of studies that explored critical care nurses' experiences of physical restraint in intensive care units. Methods A qualitative systematic review and meta-synthesis was conducted following Joanna Briggs Institute methodology and reported following the ENTREQ statement. Qualitative studies published in the English and Chinese were systematically searched in eight databases. PubMed, Web of Science, CINAHL, EMBASE, PsycINFO, China National Knowledge Infrastructure, Wan Fang, and Chinese Biomedical Literature Database from inception to November 2021. Two reviewers independently assessed the study eligibility and performed the data extraction and the quality appraisal. A meta-aggregative approach was used to synthesise findings. The review protocol was registered prospectively with PROSPERO (CRD42021278671). Results Thirteen studies were included. A total of 48 intact and definite codes were extracted and classified into ten sub-categories. Four themes were finally identified: intention, alternatives, determinants, and reflection. Conclusion The intention of critical care nurses to use physical restraint is primarily driven by patient safety. Nurses will consider alternatives; however, many determinants urge nurses to implement physical restraint. Nurses prefer to sacrifice patients' comfort to ensure their safety. When nurses reflect on what they have done, some experience moral distress, but most rationalise their decision making. Further studies should explore the safety of alternatives, reduce the use of physical restraint, and pay more attention to nurses' moral distress through these insights. Relevance to clinical practice Developing alternatives, providing relevant training for nurses, physicians, patients, and families to facilitate a restraint-free culture, and developing high-quality guidelines and regulations are essential strategies to reduce the use of physical restraint in ICUs.",0
517,"Aims and objectives To explore in depth discomfort in intensive care as experienced by patients and attended to by critical care nurses. Background Discomfort in illness is complex and persistent, and its alleviation is a challenge for nurses working in intensive care units (ICU). In previous studies, we showed that ICU patients described little actual pain but suffer from much discomfort. Critical care nurses had a systematic approach to the treatment of pain, but were more haphazard in dealing with other types of discomfort. Design Secondary qualitative analysis of data from two previous exploratory studies. Methods Content analysis was used on existing data from 28 interviews with ICU patients, and 16 field notes and interviews with critical care nurses. Kolcaba's Comfort Theory was applied for further analysis. The COREQ checklist was used. Results Three themes, ""Being deprived of a functioning body"", ""Being deprived of a functioning mind"" and ""Being deprived of integrity"" characterised the discomfort experienced by ICU patients. The nurses appeared to attend to all areas of discomfort expressed by patients. In need of, and providing acknowledgment and alleviation became a common overarching theme. We identified a comfort gap caused by the discrepancy between the patients' needs and the nurses' achievements in fulfilling these needs. Conclusions A gap exists between ICU patients' comfort needs and nurses' achievements in fulfilling these, indicating that discomfort currently is an inevitable part of the critical illness trajectory. Increased knowledge about how the brain is affected in ICU patients and more systematic approaches to assessing comfort needs and enhancing comfort may support nurses in fulfilling patient needs and possibly diminish the existing comfort gap. Relevance for clinical practice An increased understanding of the complex experience of discomfort in ICU patients may bring about more systematic approaches to enhance comfort and direct for education and further research.",0
518,"P>Aim. This paper is a report of a Neuman systems model-guided study of the effects of nurse-facilitated family participation in psychological care on the extent of patient delirium and psychological recovery following critical illness. Background. Psychological disturbances resulting from critical illness have been well documented in international literature. Few studies have tested interventions designed to alleviate such disturbances. Methods. A comparative time series design was used. A total of 170 critically ill patients and families participated in the study - 83 in the control group and 87 in the intervention group. Data were collected during critical illness and subsequent recovery using the Therapeutic Intervention Scoring System-28, Intensive Care Delirium Screening Checklist and the Sickness Impact Profile. The study was carried out in Northern Ireland, data collection taking place from January 2004 to December 2005. Results/findings. Nurse-facilitated family participation in psychological care did not significantly reduce the incidence of delirium among patients in critical care, but patients receiving intervention demonstrated better psychological recovery and wellbeing than the control group at 4, 8 and 12 weeks after admission to critical care. Conclusion. Nurse-facilitated family participation in the psychological care may strengthen the lines of defence and resistance against the stressors experienced by the patient during critical illness and improve psychological recovery.",0
519,"Background As survivorship following critical illness improves, there is greater focus on maximizing recovery. As well as physical effects, critical illness often results in cognitive impairments such as delirium, anxiety, or disorientation. In other populations, such as delirium, non-pharmacological approaches to manage these conditions are preferred, including re-orientation and ensuring personal care needs are met. Cognitive rehabilitation is also well documented for patients with neuropsychological deficits. Treatments include memory aids, compensation strategies, and functional execution. In other hospital populations, games and activities have been utilized to optimize patient engagement, stimulation, and aid recovery, but it is considered an emerging therapy in intensive care. Aims This service evaluation aimed to gather multidisciplinary team members' perceptions of the use of games based therapy (GBT) in critical care, including patient engagement and acceptability in clinical practice. Study design A UK-based single-centre qualitative service evaluation. Methods Purposive sampling was used to identify interviewees within an adult intensive care who had experience of using a recently implemented GBT intervention. Qualitative data were collected through semi-structured interviews, which were recorded and transcribed verbatim. Data were analysed using thematic analysis. Results Eight staff members across the multidisciplinary team were interviewed. One overarching theme of humanizing health care was identified, with three sub-themes of enhancing recovery, non-physical components of care, and bespoke tailoring. In addition, further recommendations for development of the service were summarized. Conclusion GBT was well received by staff in clinical practice. It was described as a supportive adjunct to traditional care and rehabilitation, enhancing staff-patient relationships. While it was recognized it may not suit all patients, GBT has the potential to enhance cognitive and physical recovery.",0
520,"Background: The purpose was to investigate nurses' experiences in identifying, preventing and treating delirium among elderly patients hospitalized for orthopedic surgery within different phases of the hospitalization. Data from a previous study of nurses' experiences with delirium among elderly was reanalyzed. Delirium is associated with serious complications, prolonged hospitalization and delayed rehabilitation. Methods: Data from focus group interviews with fifteen nurses from orthopedic departments were reanalyzed. Qualitative content analysis was used. Findings: Limited attention and inadequate procedures in the different phases provided different challenges. The preoperative phase was particularly critical for developing delirium, while nurses described lack of possibilities to prevent it. Conclusion: Increased skills and implementation of evidence-based procedures in nursing practice to meet the elderlies' need for security and to reduce the risk of delirium seem necessary. Inadequate procedures in each phase of a hospitalization in connection with orthopedic surgery can cause important prevention and treatment to not be initiated. Distinct initiative and better treatment of delirium seem required.",0
521,"BackgroundIn the 21st century, we are starting to discover and understand the longer term sequelae of critical illness from both patient's and family members' perspectives. The consequential effects on physical and psychological function and the social landscape are being slowing realized. We are beginning to understand the long-term legacy of critical care, with survivorship possibly the greatest challenge within the critical care setting. AimTo draw together research that has appraised the experience of surviving critical illness from the holistic, triadic perspectives of survivor, relative and critical care nurse. In doing so, knowledge of the complexities of the critical care trajectory is enhanced. Search Strategy: Using Medline; Assia; CINAHL Plus; SCOPUS; Web of knowledge searches from 2000 to 2015 were conducted utilizing the terms critical care'; intensive care', ITU; patient*; relative*; family member*; experience*; nurse*, and trajectory. Relevant exclusion criteria were applied to provide a generalist adult critical care perspective. ResultsFollowing a process of constant comparative analysis of the literature and thematic synthesis, seven themes were highlighted. Facing mortality, critical junctures, physiological sequelae, psychological sequelae, family presence, beyond meeting the needs of family members and technology versus humanity were all emergent themes. ConclusionAs humans, we do not live an isolated life; we are interdependent upon each other. This inclusive review of literature has highlighted the lacunae and areas of dissonance both in the literature and in clinical practice in relation to the critical care trajectory as experienced by survivors of critical illness and their families. Relevance to clinical practiceCritical care nurses can and should play a role in preparing and supporting patients and families beyond the critical care unit. In turn, Registered Nurses needed to be supported to fulfil this important role in enabling the process of moving patients and their families from surviving to thriving (survivorship).",0
522,"Background: Early mobility is underutilized in critical care. Objective: Describe multidisciplinary intensive care unit (ICU) providers beliefs about the conduct of early mobility during critical illness. Methods: A 7-item elicitation survey was administered to a multidisciplinary sample of ICU team members. We conducted independent thematic analysis of n = 95 surveys. Results: Analysis resulted in three themes: immediate risk vs. long-term reward conflict, nurse is the initiator and coordinator of early mobilization, and situational factors. Staffing was the primary facilitator and barrier to early mobility. Enablers included protection from complications of hospitalization, reduced hospital length of stay, and improved patient morale. Barriers strongly revolved around team member risk aversion (e.g., falls, hemodynamic instability, line dislodgment). Nurses were equally identified as positive and negative referents for early mobility. Conclusions: Strong positive and negative attitudinal beliefs were elicited. Early mobility is a protective behavior that requires sufficient numbers of trained staff and equipment. (C) 2020 Elsevier Inc. All rights reserved.",0
523,"Aim To explore the patients ' experiences of pain when being cared for in the intensive care. Design An exploratory, qualitative design was chosen. Method Interviews were performed with patients (October 2015-March 2017) within a week of post-intensive care (N = 16). Thematic analysis was used as method for analysis. Results The findings generated two themes - a lack of control and to struggle for control. Pain was described as overwhelming, both in body and mind and generating the experience of a lack of control, with feelings of incapacitation, isolation, and having their needs unmet. Feeling in control of the pain and thus in control of the situation was experienced as a constant struggle. Well-planned care, finding ways to handle the pain and good communication were all helpful in this struggle. Conclusion The participants recalled their experience of pain in the ICU and control seems to be crucial for how pain is experienced. They experienced a lack of control due to not only the pain but also the treatment, which can be avoided by the nurse continuously evaluating and individualising the care. Balanced care, meeting the patients' needs and good communication helps the patient feel more in control when experiencing pain. Impact The experience of pain is dependent on control for the intensive care patient. The nurse may help them gain control and thereby handle the experience of pain through including the patient, striving for better communication and implementing individualised care that continuously assesses and treats pain.",0
524,"Background: Early mobilisation (EM) of critically ill patients is an evidence-based intervention designed to improve treatment outcomes and enhance the quality of life after intensive care. However, several barriers exist to its establishment in clinical practice. Thus, the objective of the present study was to identify barriers perceived by critical care nurses, corresponding educational needs, and provide useful information for program implementation in Korea. Methods: A cross-sectional study was conducted from April to June 2017 using a structured, self-administered questionnaire that was completed by 151 critical care nurses from three tertiary hospitals and four secondary hospitals located in Seoul. The survey was designed to rate experiences with EM, identify educational experiences, and measure perceived barriers regarding attitudes, knowledge, behaviours, and educational needs. Data were analysed using descriptive statistics, t-tests, and analyses of variance. Results: The mean number of perceived barriers was 3.13 +/- 0.38 out of 5 on a Likert scale. Attitude-related barriers (3.25 +/- 0.49) were higher than behaviour-related (3.21 +/- 0.44) and knowledge-related (2.94 +/- 0.59) barriers. The top five barrier items were high workload, patients' inability to exercise, lack of time, inappropriate nurse/patient ratio, and absence of relevant education. Educational needs for early mobilisation were rated 3.74 +/- 0.78 out of 5. Educational items were prioritised as identifying potential problems in EM and possible solutions, related protocols and guidelines, and procedures for special conditions. Conclusions: The present study revealed that critical care nurses in Korea perceive various barriers to successfully implementing evidence-based EM interventions for critically ill patients, as well as the educational needs necessary to overcome such challenges. Accordingly, an educational program should be developed based on the educational needs revealed in the present study. In parallel, organisational efforts should also be made to meet environmental conditions. (C) 2018 Australian College of Critical Care Nurses Ltd. Published by Elsevier Ltd. All rights reserved.",0
525,"Objective: Evidence-based guidelines recommend promoting sleep in the Intensive Care Unit (ICU), yet many patients experience poor sleep quality. We sought to engage allied health staff and patient families to determine barriers to sleep promotion, to measure sleep quality for ICU patients, and to evaluate the improvement in sleep quality after implementation of nursing morning report protocol and a doorway poster. Design: The study followed an interrupted time-series framework of quality improvement. Qualitative diagnostics included focus groups and interviews with patients, families, and allied health care workers, analyzed by qualitative descriptive analysis. Quantitative diagnostics included direct observation of nurses and patients overnight. Analysis of primary outcome data used statistical process control methodology. Patients: Patients included were >18 years old, admitted overnight to a Canadian tertiary academic ICU, with a Richards Agitation Sedation Scale (RASS) >=-2. Interventions: Sleep quality was measured using the Richards Campbell Sleep Questionnaire (RCSQ). Two interventions were developed: sleep quality in morning nursing report, and a doorway poster. Main results: A total of 2332 patient nights across 7 consecutive months were included for analysis. Baseline sleep in the ICU was poor (mean RCSQ 53.7/100). Root cause-analysis identified the most prominent sleep barriers as nurse stigma associated with less active management of patients and lack of physician engagement. No significant improvement occurred over the sleep quality improvement initiative (mean RCSQ 59.5/100). Sleep quality was better among non-delirious patients compared with delirious patients (mean RCSQ 62.7 vs 53.3). Conclusion: The intervention of a nursing morning report protocol and sleep posters did not improve the quality of ICU patient sleep in this study. Structured interviews revealed potential sleep barriers to be addressed such as nursing stigma and inappropriate awakenings. Nursing stigma has not been previously linked to sleep quality.",0
526,"Delirium is defined as an abrupt or rapid change in mental status or mood, having difficulties with concentration and general disorder in ability to think, as well as experiencing confusion and altered consciousness. The incidence of delirium in intensive care units varies from about 4 to 83%. This difference can be attributed to reasons linked with various levels of training of the health professionals establishing the scores, the depth of sedation, and the differences in samples studied. Its etiology is clearly multifactorial. It has been shown that the occurrence of delirium has a strong impact on the vital and functional prognosis of patients in resuscitation, associated with an increase in early and late hospital mortality as well as a cognitive decline which may persist beyond the stay in the intensive care unit. It is important to note that the critical care serviced to patients experiencing delirium is extremely heterogeneous. However, new data from literature provides concrete ways to manage this syndrome and proposes a guide to paramedical practice for the prevention and screening of this cognitive disorder. The objective of this work is, therefore, to synthesize the literature available in this field, highlighting the key role of the paramedical profession in this context in identifying the diagnostic and therapeutic elements to put in practice, and so to modify care practices.",0
527,"Background: Delirium is prevalent in hospitalized older adults. Little is known about delirium among older adults admitted to the surgical intensive care unit (SICU). Objectives: The purpose of this study was to describe the incidence of delirium, length of stay, 30-day readmission and mortality rates experienced by older adults in the SICU before and after a nurse-driven protocol for delirium-informed care. Methods: This study employed a retrospective observational cohort design. Consecutive patients 65 years or older admitted to the SICU over six-month periods were compared before (n = 101) and following (n = 172) a nurse-driven protocol for delirium-informed care. Patient-level outcomes included incidence delirium, SICU and hospital length of stay, 30-day readmission and mortality rates. All measures were collected using medical record review. Results: In the pre- and post-intervention cohorts, 37% (37/101) and 33% (56/172) of patients screened positive for delirium, respectively. Following implementation of the delirium-informed care intervention, the number of days where no CAM-ICU assessment was performed significantly decreased (Pre 1.1 +/- 1.4; Post 0.45 +/- 0.65; p <0.001) and the number of negative assessments significantly increased (Pre 2.45 +/- 1.66; Post 2.94 +/- 1.69; p < 0.0178), indicating that nurses post-intervention were more consistently assessing for delirium. Conclusions: This study failed to show improvements in patient outcomes (SICU and hospital length of stay, 30-day readmission and mortality rates), before and following a delirium-informed care intervention. However, positive trends in the data suggest that delirium-informed care has the potential to increase rates of assessment and delirium identification, thereby providing the foundation for reducing the consequences of delirium and improve patient-level outcomes. Further better controlled prospective work is needed to validate this intervention. (C) 2020 Elsevier Inc. All rights reserved.",0
528,"Background: Delirium affects up to 80% of critically ill patients; however, many cases of delirium go unrecognized because of inaccurate assessments. The effectiveness of interventions to improve assessment accuracy among the general population has been established, but assessments among neuroscience patients are uniquely complicated due to the presence of structural neurologic changes. Objectives: The purposes of this quality improvement project were to improve the accuracy of nurse's delirium assessments among neuroscience patients and to determine the comparative effectiveness of the intervention between medical and neuroscience patients. Methods: A multifaceted nurse-led intervention was implemented, and a retrospective analysis of preintervention and postintervention data on assessment accuracy was completed. Results were stratified by population, level of sedation, and level of care. Differences were analyzed using Fisher exact test. Results: Data from 1052 delirium assessments were analyzed and demonstrated improvement in assessment accuracy from 56.82% to 95.07% among all patients and from 29.79% to 92.98% among sedate or agitated patients. Although baseline accuracy was significantly lower among neuroscience patients versus medical intensive care unit patients, no significant differences in postintervention accuracy were noted between groups. Conclusion: Results from this project demonstrate the effectiveness of the nurse-led intervention among neuroscience patients. Future research is needed to explore the effectiveness of this nurse-led intervention across other institutions and to describe the effectiveness of new interventions to improve outcomes at the patient and organizational levels.",0
529,"Background: The appropriate use of analgesia, sedation, neuromuscular blockade and the diagnosis and prevention of delirium (ASBD) are associated with better outcomes in critically ill patients at Intensive Care Unit (ICUs). Aim: To know the practices about analgesia, sedation, delirium, and neuromuscular blockade use among healthcare professionals working in adult ICUs in Chile. Material and Method: An electronic survey was sent to 812 professionals working in ICUs using a previously published instrument, which was adapted and authorized by the author. Results: We received 278 surveys. Fifty two percent of respondents were physicians, 34% nurses and 11% physical therapists. Their age ranged between 30 and 39 years in 43% and was over 50 years in 9%. Eighty four percent evaluated pain routinely, but only 26% use a validated scale. Sedation was routinely evaluated with a validated scale and 73% referred to have a protocol. Neuromuscular block is seldom used, and little monitoring occurs (43%). Delirium is routinely evaluated by 48% of respondents, usually using the CAM-ICU scale. Conclusions: There is a heterogeneous adherence to the ASBD recommended practices. The main gaps are in the assessment of pain, monitoring of neuromuscular blockade and diagnosis of delirium through validated instruments.",0
530,"Background The architectural design of the pediatric intensive care unit may play a major role in optimizing the environment to promote patients' sleep while improving stress levels and the work experience of critical care nurses. Objectives To examine changes in nurses' perceptions of the environment of a pediatric critical care unit for promotion of patients' sleep and the nurses' work experience after a transition from multipatient rooms to single-patient rooms. Methods A cross-sectional survey of nurses was conducted before and after the move to a new hospital building in which all rooms in the pediatric critical care unit were single-patient rooms. Results Nurses reported that compared with multipatient rooms, single-patient private rooms were more conducive to patients sleeping well at night and promoted a more normal sleep-wake cycle (P < .001). Monitors/alarms and staff conversations were the biggest factors that adversely influenced the environment for sleep promotion in both settings. Nurses were less annoyed by noise in single-patient rooms (33%) than in multipatient rooms (79%; P < .001) and reported improved exposure to sunlight. Conclusions Use of single-patient rooms rather than multipatient rooms improved nurses' perceptions of the pediatric intensive care unit environment for promoting patients' sleep and the nurses' own work experience.",0
